"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2008年6月12日","16.463","16.463","16.463","16.463","0.00K","-2.17%"
"2008年6月11日","16.829","16.880","16.895","16.830","0.02K","1.34%"
"2008年6月10日","16.607","16.607","16.607","16.607","-","-3.34%"
"2008年6月9日","17.180","17.260","17.430","17.260","0.00K","-1.25%"
"2008年6月6日","17.397","17.397","17.397","17.397","-","1.52%"
"2008年6月5日","17.137","16.990","16.990","16.990","0.00K","1.37%"
"2008年6月4日","16.906","16.725","16.880","16.650","0.01K","0.64%"
"2008年6月3日","16.799","16.850","16.860","16.850","0.01K","-0.44%"
"2008年6月2日","16.874","16.874","16.874","16.874","0.00K","0.28%"
"2008年5月30日","16.827","16.590","16.590","16.530","0.00K","2.12%"
"2008年5月29日","16.477","16.865","16.865","16.600","0.08K","-5.20%"
"2008年5月28日","17.380","17.515","17.650","17.515","0.07K","-0.26%"
"2008年5月27日","17.425","18.285","18.290","17.420","0.35K","-4.47%"
"2008年5月23日","18.241","18.115","18.210","18.040","0.01K","1.48%"
"2008年5月22日","17.975","17.855","18.050","17.855","0.03K","-0.13%"
"2008年5月21日","17.998","17.845","18.000","17.840","0.02K","1.85%"
"2008年5月20日","17.671","17.065","17.635","17.065","0.03K","4.11%"
"2008年5月19日","16.974","17.160","17.180","17.005","0.14K","0.41%"
"2008年5月16日","16.904","16.800","16.920","16.800","0.01K","1.67%"
"2008年5月15日","16.627","16.530","16.980","16.520","0.11K","0.47%"
"2008年5月14日","16.550","16.795","16.795","16.750","0.05K","-1.27%"
"2008年5月13日","16.763","17.165","17.165","16.600","0.06K","-2.30%"
"2008年5月12日","17.158","16.755","17.300","16.755","0.19K","1.87%"
"2008年5月9日","16.843","16.845","16.870","16.525","0.36K","0.29%"
"2008年5月8日","16.794","16.540","16.895","16.450","0.04K","1.07%"
"2008年5月7日","16.617","16.740","16.740","16.480","0.09K","-0.97%"
"2008年5月6日","16.780","16.730","17.000","16.635","0.38K","0.20%"
"2008年5月5日","16.746","16.510","16.765","16.510","0.41K","2.23%"
"2008年5月2日","16.381","16.250","16.480","16.125","0.13K","1.61%"
"2008年5月1日","16.121","16.970","16.975","15.995","1.10K","-2.31%"
"2008年4月30日","16.502","16.520","16.870","16.365","2.88K","-0.23%"
"2008年4月29日","16.540","17.015","17.035","16.425","17.69K","-2.77%"
"2008年4月28日","17.011","17.011","17.011","17.011","-","0.98%"
"2008年4月25日","16.846","16.565","16.780","16.565","0.01K","1.17%"
"2008年4月24日","16.652","16.652","16.652","16.652","-","-2.93%"
"2008年4月23日","17.155","17.155","17.155","17.155","-","-3.07%"
"2008年4月22日","17.698","17.698","17.698","17.698","-","2.05%"
"2008年4月21日","17.342","17.342","17.342","17.342","-","-2.58%"
"2008年4月18日","17.802","17.802","17.802","17.802","-","-2.65%"
"2008年4月17日","18.287","18.287","18.287","18.287","-","-0.10%"
"2008年4月16日","18.305","18.305","18.305","18.305","-","2.66%"
"2008年4月15日","17.830","17.830","17.830","17.830","-","0.35%"
"2008年4月14日","17.768","17.768","17.768","17.768","-","0.57%"
"2008年4月11日","17.668","17.668","17.668","17.668","0.08K","-1.92%"
"2008年4月10日","18.013","18.013","18.013","18.013","-","-0.86%"
"2008年4月9日","18.170","18.170","18.170","18.170","-","2.80%"
"2008年4月8日","17.675","17.860","17.860","17.570","0.00K","-2.28%"
"2008年4月7日","18.087","18.087","18.087","18.087","0.00K","2.06%"
"2008年4月4日","17.722","17.830","17.830","17.830","0.04K","1.58%"
"2008年4月3日","17.447","17.335","17.430","17.030","0.03K","1.75%"
"2008年4月2日","17.147","16.800","17.210","16.755","0.03K","1.73%"
"2008年4月1日","16.855","16.885","16.915","16.455","0.09K","-2.43%"
"2008年3月31日","17.275","18.125","18.125","17.240","0.03K","-3.49%"
"2008年3月28日","17.900","18.290","18.320","17.710","0.09K","-3.31%"
"2008年3月27日","18.513","18.280","18.280","18.280","0.02K","0.91%"
"2008年3月26日","18.346","17.950","18.340","17.950","0.06K","3.29%"
"2008年3月25日","17.762","17.430","17.555","17.410","0.08K","4.07%"
"2008年3月24日","17.067","17.190","17.190","16.870","0.08K","1.56%"
"2008年3月20日","16.805","17.850","18.080","16.770","0.26K","-8.64%"
"2008年3月19日","18.395","19.740","19.775","18.250","0.21K","-7.52%"
"2008年3月18日","19.890","20.065","20.325","19.650","0.16K","-1.64%"
"2008年3月17日","20.222","21.005","21.185","19.995","0.20K","-1.71%"
"2008年3月14日","20.574","20.575","20.830","20.520","0.08K","1.16%"
"2008年3月13日","20.339","20.155","20.830","20.155","0.07K","2.15%"
"2008年3月12日","19.911","19.675","20.110","19.400","0.10K","1.19%"
"2008年3月11日","19.676","19.685","20.025","19.500","0.10K","-0.11%"
"2008年3月10日","19.698","20.220","20.245","19.335","0.38K","-2.28%"
"2008年3月7日","20.158","20.310","20.700","20.010","0.20K","0.13%"
"2008年3月6日","20.131","20.775","21.100","19.870","0.76K","-2.68%"
"2008年3月5日","20.685","19.710","20.800","19.400","0.34K","4.80%"
"2008年3月4日","19.738","20.360","20.500","19.600","1.16K","-1.67%"
"2008年3月3日","20.073","19.780","20.610","19.770","0.83K","1.34%"
"2008年2月29日","19.808","19.780","19.925","19.355","3.25K","0.91%"
"2008年2月28日","19.630","19.270","19.845","19.055","19.06K","2.23%"
"2008年2月27日","19.202","19.202","19.202","19.202","0.01K","2.62%"
"2008年2月26日","18.712","18.712","18.712","18.712","0.03K","3.50%"
"2008年2月25日","18.080","18.010","18.010","17.915","0.00K","0.31%"
"2008年2月22日","18.025","18.025","18.025","18.025","-","0.47%"
"2008年2月21日","17.940","17.940","17.940","17.940","-","1.10%"
"2008年2月20日","17.745","17.745","17.745","17.745","-","1.46%"
"2008年2月19日","17.490","17.160","17.280","17.050","0.01K","2.29%"
"2008年2月15日","17.098","17.098","17.098","17.098","-","-0.77%"
"2008年2月14日","17.230","17.230","17.230","17.230","0.05K","-0.55%"
"2008年2月13日","17.326","17.326","17.326","17.326","-","0.63%"
"2008年2月12日","17.218","17.525","17.580","17.120","0.01K","-1.23%"
"2008年2月11日","17.433","17.433","17.433","17.433","0.11K","2.10%"
"2008年2月8日","17.075","17.050","17.050","17.050","0.00K","2.03%"
"2008年2月7日","16.735","16.735","16.735","16.735","0.12K","1.38%"
"2008年2月6日","16.508","16.508","16.508","16.508","0.10K","1.26%"
"2008年2月5日","16.303","16.445","16.445","16.445","0.20K","-2.61%"
"2008年2月4日","16.740","16.740","16.740","16.740","-","-0.50%"
"2008年2月1日","16.824","16.890","16.890","16.775","0.00K","-0.73%"
"2008年1月31日","16.948","16.775","16.875","16.775","0.21K","1.42%"
"2008年1月30日","16.711","16.715","16.715","16.715","0.00K","-0.20%"
"2008年1月29日","16.745","16.745","16.745","16.745","-","0.33%"
"2008年1月28日","16.690","16.690","16.690","16.690","0.32K","1.59%"
"2008年1月25日","16.428","16.428","16.428","16.428","0.11K","0.95%"
"2008年1月24日","16.273","16.273","16.273","16.273","0.13K","2.33%"
"2008年1月23日","15.902","16.055","16.055","16.045","0.38K","-0.80%"
"2008年1月22日","16.030","15.515","15.570","15.510","0.11K","-0.67%"
"2008年1月18日","16.138","16.045","16.045","16.045","0.00K","1.31%"
"2008年1月17日","15.930","16.025","16.025","16.025","0.00K","0.78%"
"2008年1月16日","15.807","15.807","15.807","15.807","0.00K","-2.46%"
"2008年1月15日","16.205","16.205","16.205","16.205","0.03K","-0.74%"
"2008年1月14日","16.325","16.325","16.325","16.325","0.24K","0.32%"
"2008年1月11日","16.273","16.273","16.273","16.273","0.01K","0.62%"
"2008年1月10日","16.173","15.515","15.515","15.515","0.09K","2.79%"
"2008年1月9日","15.734","15.780","15.780","15.770","0.04K","0.17%"
"2008年1月8日","15.707","15.725","15.725","15.680","0.02K","3.47%"
"2008年1月7日","15.180","15.185","15.185","15.185","0.01K","-1.08%"
"2008年1月4日","15.346","15.180","15.180","15.180","0.03K","-0.23%"
"2008年1月3日","15.382","15.340","15.340","15.085","0.40K","1.42%"
"2008年1月2日","15.167","15.167","15.167","15.167","0.01K","2.50%"
"2007年12月31日","14.797","14.797","14.797","14.797","0.01K","0.18%"
"2007年12月28日","14.770","14.745","14.825","14.725","0.02K","0.63%"
"2007年12月27日","14.678","14.610","14.610","14.610","0.03K","-0.12%"
"2007年12月26日","14.695","14.530","14.700","14.530","0.04K","1.21%"
"2007年12月24日","14.520","14.520","14.520","14.520","-","1.21%"
"2007年12月21日","14.346","14.370","14.385","14.370","0.09K","1.06%"
"2007年12月20日","14.196","14.196","14.196","14.196","-","0.87%"
"2007年12月19日","14.073","14.030","14.095","14.030","0.01K","0.42%"
"2007年12月18日","14.014","14.025","14.045","14.010","0.13K","1.36%"
"2007年12月17日","13.826","13.600","13.600","13.600","0.01K","0.00%"
"2007年12月14日","13.826","13.995","14.000","13.750","0.04K","-1.75%"
"2007年12月13日","14.072","14.685","14.685","14.000","0.17K","-3.98%"
"2007年12月12日","14.655","14.550","14.665","14.550","0.05K","-0.27%"
"2007年12月11日","14.695","14.725","14.740","14.425","0.08K","0.14%"
"2007年12月10日","14.674","14.340","14.705","14.340","0.05K","2.44%"
"2007年12月7日","14.325","14.280","14.340","14.280","0.03K","-0.80%"
"2007年12月6日","14.440","14.250","14.500","14.115","0.22K","1.19%"
"2007年12月5日","14.270","14.360","14.360","14.130","0.47K","-0.01%"
"2007年12月4日","14.271","14.100","14.390","14.010","1.27K","1.86%"
"2007年12月3日","14.011","13.960","14.180","13.760","0.57K","0.34%"
"2007年11月30日","13.963","14.145","14.220","13.760","2.58K","-1.92%"
"2007年11月29日","14.237","14.405","14.500","14.105","18.86K","-0.64%"
"2007年11月28日","14.329","14.329","14.329","14.329","-","-1.00%"
"2007年11月27日","14.474","14.474","14.474","14.474","-","-2.31%"
"2007年11月26日","14.817","14.835","14.835","14.835","0.00K","0.69%"
"2007年11月23日","14.715","14.715","14.715","14.715","-","2.19%"
"2007年11月21日","14.400","14.400","14.400","14.400","-","-0.54%"
"2007年11月20日","14.478","14.478","14.478","14.478","-","2.42%"
"2007年11月19日","14.136","14.136","14.136","14.136","-","-2.40%"
"2007年11月16日","14.483","14.483","14.483","14.483","-","0.21%"
"2007年11月15日","14.452","14.400","14.400","14.400","0.00K","-3.84%"
"2007年11月14日","15.029","15.029","15.029","15.029","-","3.14%"
"2007年11月13日","14.571","14.550","14.550","14.545","0.00K","-1.01%"
"2007年11月12日","14.719","14.735","14.750","14.555","0.01K","-5.03%"
"2007年11月9日","15.499","15.499","15.499","15.499","-","0.21%"
"2007年11月8日","15.467","15.467","15.467","15.467","-","1.28%"
"2007年11月7日","15.272","15.380","15.485","15.270","0.21K","-0.36%"
"2007年11月6日","15.327","14.700","14.700","14.700","0.00K","4.04%"
"2007年11月5日","14.732","14.740","14.740","14.740","0.01K","1.28%"
"2007年11月2日","14.546","14.546","14.546","14.546","-","1.93%"
"2007年11月1日","14.270","14.270","14.270","14.270","-","-0.74%"
"2007年10月31日","14.377","14.300","14.450","14.300","0.02K","0.77%"
"2007年10月30日","14.267","14.267","14.267","14.267","-","-0.68%"
"2007年10月29日","14.365","14.365","14.365","14.365","-","1.08%"
"2007年10月26日","14.212","14.212","14.212","14.212","-","2.72%"
"2007年10月25日","13.835","13.835","13.835","13.835","-","2.37%"
"2007年10月24日","13.515","13.515","13.515","13.515","0.00K","-0.42%"
"2007年10月23日","13.572","13.572","13.572","13.572","-","0.72%"
"2007年10月22日","13.475","13.475","13.475","13.475","-","-0.58%"
"2007年10月19日","13.553","13.855","13.865","13.800","0.01K","-1.15%"
"2007年10月18日","13.711","13.711","13.711","13.711","-","0.40%"
"2007年10月17日","13.656","13.656","13.656","13.656","-","0.69%"
"2007年10月16日","13.562","13.562","13.562","13.562","-","-1.42%"
"2007年10月15日","13.757","13.757","13.757","13.757","-","-0.33%"
"2007年10月12日","13.803","13.803","13.803","13.803","-","-0.58%"
"2007年10月11日","13.883","13.855","13.855","13.855","0.00K","2.37%"
"2007年10月10日","13.562","13.610","13.610","13.610","0.00K","0.65%"
"2007年10月9日","13.475","13.475","13.475","13.475","-","1.70%"
"2007年10月8日","13.250","13.250","13.250","13.250","-","-0.96%"
"2007年10月5日","13.379","13.420","13.420","13.390","0.00K","-0.07%"
"2007年10月4日","13.389","13.210","13.395","13.205","0.06K","0.30%"
"2007年10月3日","13.349","13.349","13.349","13.349","0.02K","0.17%"
"2007年10月2日","13.327","13.327","13.327","13.327","-","-2.93%"
"2007年10月1日","13.729","13.710","13.710","13.710","0.00K","-0.47%"
"2007年9月28日","13.794","13.815","13.815","13.720","0.00K","2.05%"
"2007年9月27日","13.517","13.540","13.540","13.475","0.01K","0.75%"
"2007年9月26日","13.416","13.400","13.400","13.400","0.03K","-0.49%"
"2007年9月25日","13.482","13.400","13.400","13.400","0.06K","-0.11%"
"2007年9月24日","13.497","13.490","13.490","13.490","0.07K","0.17%"
"2007年9月21日","13.474","13.470","13.485","13.360","0.09K","1.15%"
"2007年9月20日","13.321","12.955","13.465","12.955","0.19K","2.82%"
"2007年9月19日","12.956","12.925","12.960","12.925","0.04K","1.48%"
"2007年9月18日","12.767","13.020","13.020","13.020","0.45K","0.22%"
"2007年9月17日","12.739","12.595","12.750","12.595","0.16K","1.55%"
"2007年9月14日","12.544","12.500","12.690","12.500","0.05K","0.24%"
"2007年9月13日","12.514","12.590","12.590","12.400","0.06K","-0.88%"
"2007年9月12日","12.625","12.710","12.710","12.500","0.17K","-0.33%"
"2007年9月11日","12.667","12.600","12.745","12.550","0.19K","1.08%"
"2007年9月10日","12.532","12.535","12.540","12.470","0.05K","-0.48%"
"2007年9月7日","12.592","12.535","12.565","12.405","0.16K","1.84%"
"2007年9月6日","12.365","12.230","12.470","12.230","0.36K","1.44%"
"2007年9月5日","12.190","12.200","12.225","12.115","0.19K","-0.74%"
"2007年9月4日","12.281","12.095","12.335","12.000","0.42K","1.81%"
"2007年8月31日","12.063","11.770","12.110","11.770","0.93K","2.31%"
"2007年8月30日","11.791","11.895","11.905","11.725","12.49K","-0.39%"
"2007年8月29日","11.837","11.837","11.837","11.837","-","0.71%"
"2007年8月28日","11.754","11.754","11.754","11.754","-","0.02%"
"2007年8月27日","11.752","11.752","11.752","11.752","-","-1.45%"
"2007年8月24日","11.925","11.925","11.925","11.925","-","2.60%"
"2007年8月23日","11.623","11.623","11.623","11.623","-","0.67%"
"2007年8月22日","11.546","11.546","11.546","11.546","-","0.50%"
"2007年8月21日","11.489","11.489","11.489","11.489","-","-1.88%"
"2007年8月20日","11.709","11.709","11.709","11.709","-","-0.54%"
"2007年8月17日","11.772","11.772","11.772","11.772","-","2.68%"
"2007年8月16日","11.465","11.465","11.465","11.465","-","-8.41%"
"2007年8月15日","12.518","12.518","12.518","12.518","-","-1.49%"
"2007年8月14日","12.707","12.707","12.707","12.707","0.01K","-0.82%"
"2007年8月13日","12.812","12.812","12.812","12.812","-","-0.10%"
"2007年8月10日","12.825","12.825","12.825","12.825","-","1.34%"
"2007年8月9日","12.655","12.655","12.655","12.655","-","-3.53%"
"2007年8月8日","13.118","13.118","13.118","13.118","-","0.59%"
"2007年8月7日","13.041","13.041","13.041","13.041","-","0.49%"
"2007年8月6日","12.977","12.977","12.977","12.977","0.02K","-0.94%"
"2007年8月3日","13.100","12.955","12.955","12.950","0.00K","1.28%"
"2007年8月2日","12.935","12.935","12.935","12.935","-","0.36%"
"2007年8月1日","12.888","12.888","12.888","12.888","-","-0.48%"
"2007年7月31日","12.950","12.950","12.950","12.950","0.00K","0.90%"
"2007年7月30日","12.834","12.760","12.760","12.760","0.01K","1.51%"
"2007年7月27日","12.643","12.615","12.705","12.615","0.03K","-1.82%"
"2007年7月26日","12.878","13.150","13.165","12.725","0.16K","-1.45%"
"2007年7月25日","13.068","13.165","13.205","13.115","0.08K","-2.18%"
"2007年7月24日","13.359","13.390","13.420","13.335","0.03K","0.87%"
"2007年7月23日","13.244","13.255","13.270","13.240","0.03K","-0.53%"
"2007年7月20日","13.315","13.385","13.385","13.295","0.05K","0.23%"
"2007年7月19日","13.285","13.285","13.285","13.270","0.14K","0.66%"
"2007年7月18日","13.198","13.005","13.240","13.005","0.06K","2.13%"
"2007年7月17日","12.923","12.930","13.040","12.920","0.16K","-0.35%"
"2007年7月16日","12.968","13.055","13.055","12.950","0.02K","-0.33%"
"2007年7月13日","13.011","13.100","13.100","12.985","0.06K","-0.51%"
"2007年7月12日","13.078","12.960","13.080","12.960","0.17K","1.62%"
"2007年7月11日","12.869","12.880","12.920","12.820","0.03K","0.02%"
"2007年7月10日","12.867","12.700","12.950","12.700","0.13K","1.20%"
"2007年7月9日","12.714","12.660","12.840","12.660","0.07K","0.52%"
"2007年7月6日","12.648","12.435","12.730","12.420","0.17K","1.44%"
"2007年7月5日","12.469","12.645","12.645","12.430","0.34K","-0.80%"
"2007年7月3日","12.569","12.595","12.650","12.470","0.66K","-0.42%"
"2007年7月2日","12.622","12.405","12.640","12.405","0.94K","2.18%"
"2007年6月29日","12.353","12.435","12.530","12.300","1.67K","-0.21%"
"2007年6月28日","12.379","12.290","12.460","12.265","17.56K","1.38%"
"2007年6月27日","12.210","12.210","12.210","12.210","-","-0.49%"
